"namefull","playerid","yearid","war","current_candidate"
"Gabby Hartnett","hartnga01",1932,2.46,0
"Gabby Hartnett","hartnga01",1939,2.27,0
"Gabby Hartnett","hartnga01",1926,1.84,0
"Gabby Hartnett","hartnga01",1923,1.23,0
"Gabby Hartnett","hartnga01",1941,1.1,0
"Gabby Hartnett","hartnga01",1940,0.33,0
"Gabby Hartnett","hartnga01",1929,0.24,0
"Gabby Hartnett","hartnga01",1922,-0.44,0
"Harry Heilmann","heilmha01",1923,9.31,0
"Harry Heilmann","heilmha01",1927,7.19,0
"Harry Heilmann","heilmha01",1925,6.88,0
"Harry Heilmann","heilmha01",1921,6.8,0
"Harry Heilmann","heilmha01",1924,6.42,0
"Harry Heilmann","heilmha01",1922,5.35,0
"Harry Heilmann","heilmha01",1926,5.15,0
"Harry Heilmann","heilmha01",1930,4.6,0
"Harry Heilmann","heilmha01",1928,3.96,0
"Harry Heilmann","heilmha01",1919,3.76,0
"Harry Heilmann","heilmha01",1929,3.69,0
"Harry Heilmann","heilmha01",1917,2.65,0
"Harry Heilmann","heilmha01",1916,2.6,0
"Harry Heilmann","heilmha01",1918,2.13,0
"Harry Heilmann","heilmha01",1920,2.01,0
"Harry Heilmann","heilmha01",1932,-0.1,0
"Harry Heilmann","heilmha01",1914,-0.27,0
"Rickey Henderson","henderi01",1985,9.91,0
"Rickey Henderson","henderi01",1990,9.91,0
"Rickey Henderson","henderi01",1980,8.8,0
"Rickey Henderson","henderi01",1989,8.63,0
"Rickey Henderson","henderi01",1983,6.87,0
"Rickey Henderson","henderi01",1982,6.66,0
"Rickey Henderson","henderi01",1981,6.64,0
"Rickey Henderson","henderi01",1988,6.31,0
"Rickey Henderson","henderi01",1986,6.28,0
"Rickey Henderson","henderi01",1984,6.02,0
"Rickey Henderson","henderi01",1992,5.63,0
"Rickey Henderson","henderi01",1993,5.02,0
"Rickey Henderson","henderi01",1987,4.71,0
"Rickey Henderson","henderi01",1991,4.55,0
"Rickey Henderson","henderi01",1994,3.52,0
"Rickey Henderson","henderi01",1995,2.89,0
"Rickey Henderson","henderi01",1998,2.27,0
"Rickey Henderson","henderi01",1996,1.84,0
"Rickey Henderson","henderi01",1999,1.83,0
"Rickey Henderson","henderi01",1997,1.6,0
"Rickey Henderson","henderi01",2000,0.71,0
"Rickey Henderson","henderi01",2001,0.49,0
"Rickey Henderson","henderi01",2002,0.4,0
"Rickey Henderson","henderi01",2003,0.23,0
"Rickey Henderson","henderi01",1979,-0.91,0
"Rogers Hornsby","hornsro01",1924,12.12,0
"Rogers Hornsby","hornsro01",1921,10.8,0
"Rogers Hornsby","hornsro01",1929,10.37,0
"Rogers Hornsby","hornsro01",1925,10.21,0
"Rogers Hornsby","hornsro01",1927,10.07,0
"Rogers Hornsby","hornsro01",1922,10.02,0
"Rogers Hornsby","hornsro01",1917,9.91,0
"Rogers Hornsby","hornsro01",1920,9.59,0
"Rogers Hornsby","hornsro01",1928,8.81,0
"Rogers Hornsby","hornsro01",1923,6.72,0
"Rogers Hornsby","hornsro01",1919,6.68,0
"Rogers Hornsby","hornsro01",1918,5.42,0
"Rogers Hornsby","hornsro01",1931,5.24,0
"Rogers Hornsby","hornsro01",1916,4.87,0
"Rogers Hornsby","hornsro01",1926,4.43,0
"Rogers Hornsby","hornsro01",1933,1.18,0
"Rogers Hornsby","hornsro01",1930,0.33,0
"Rogers Hornsby","hornsro01",1934,0.33,0
"Rogers Hornsby","hornsro01",1937,0.18,0
"Rogers Hornsby","hornsro01",1932,0.1,0
"Rogers Hornsby","hornsro01",1936,0.05,0
"Rogers Hornsby","hornsro01",1935,-0.07,0
"Rogers Hornsby","hornsro01",1915,-0.37,0
"Carl Hubbell","hubbeca01",1936,9.92,0
"Carl Hubbell","hubbeca01",1933,8.88,0
"Carl Hubbell","hubbeca01",1932,7.25,0
"Carl Hubbell","hubbeca01",1934,7.22,0
"Carl Hubbell","hubbeca01",1935,5.06,0
"Carl Hubbell","hubbeca01",1931,4.83,0
"Carl Hubbell","hubbeca01",1937,4.15,0
"Carl Hubbell","hubbeca01",1929,3.43,0
"Carl Hubbell","hubbeca01",1930,3.17,0
"Carl Hubbell","hubbeca01",1938,3.14,0
"Carl Hubbell","hubbeca01",1939,2.92,0
"Carl Hubbell","hubbeca01",1941,2.88,0
"Carl Hubbell","hubbeca01",1940,2.22,0
"Carl Hubbell","hubbeca01",1928,1.69,0
"Carl Hubbell","hubbeca01",1942,0.71,0
"Carl Hubbell","hubbeca01",1943,0,0
"Catfish Hunter","hunteca01",1975,8.11,0
"Catfish Hunter","hunteca01",1974,6.92,0
"Catfish Hunter","hunteca01",1972,5.84,0
"Catfish Hunter","hunteca01",1967,5.33,0
"Catfish Hunter","hunteca01",1971,4.27,0
"Catfish Hunter","hunteca01",1969,2.77,0
"Catfish Hunter","hunteca01",1973,1.89,0
"Catfish Hunter","hunteca01",1970,1.68,0
"Catfish Hunter","hunteca01",1968,1.58,0
"Catfish Hunter","hunteca01",1976,1.47,0
"Catfish Hunter","hunteca01",1978,1.23,0
"Catfish Hunter","hunteca01",1965,0.53,0
"Catfish Hunter","hunteca01",1966,0.48,0
"Catfish Hunter","hunteca01",1977,-0.35,0
"Catfish Hunter","hunteca01",1979,-0.39,0
"Reggie Jackson","jacksre01",1969,9.24,0
"Reggie Jackson","jacksre01",1973,7.75,0
"Reggie Jackson","jacksre01",1975,6.66,0
"Reggie Jackson","jacksre01",1971,6.5,0
"Reggie Jackson","jacksre01",1974,5.71,0
"Reggie Jackson","jacksre01",1972,5.63,0
"Reggie Jackson","jacksre01",1976,5.28,0
"Reggie Jackson","jacksre01",1968,5.16,0
"Reggie Jackson","jacksre01",1980,4.73,0
"Reggie Jackson","jacksre01",1977,4.49,0
"Reggie Jackson","jacksre01",1978,3.49,0
"Reggie Jackson","jacksre01",1979,3.44,0
"Reggie Jackson","jacksre01",1982,3.12,0
"Reggie Jackson","jacksre01",1970,2.22,0
"Reggie Jackson","jacksre01",1986,1.22,0
"Reggie Jackson","jacksre01",1985,1.04,0
"Reggie Jackson","jacksre01",1981,0.93,0
"Reggie Jackson","jacksre01",1984,-0.17,0
"Reggie Jackson","jacksre01",1987,-0.35,0
"Reggie Jackson","jacksre01",1967,-0.52,0
"Reggie Jackson","jacksre01",1983,-1.8,0
"Fergie Jenkins","jenkife01",1971,11.95,0
"Fergie Jenkins","jenkife01",1974,7.82,0
"Fergie Jenkins","jenkife01",1969,7.02,0
"Fergie Jenkins","jenkife01",1970,6.85,0
"Fergie Jenkins","jenkife01",1968,6.62,0
"Fergie Jenkins","jenkife01",1972,5.94,0
"Fergie Jenkins","jenkife01",1978,5.56,0
"Fergie Jenkins","jenkife01",1967,5.18,0
"Fergie Jenkins","jenkife01",1976,4.06,0
"Fergie Jenkins","jenkife01",1980,3.59,0
"Fergie Jenkins","jenkife01",1966,3.48,0
"Fergie Jenkins","jenkife01",1982,3.46,0
"Fergie Jenkins","jenkife01",1973,3.16,0
"Fergie Jenkins","jenkife01",1975,3.12,0
"Fergie Jenkins","jenkife01",1977,3.06,0
"Fergie Jenkins","jenkife01",1979,2.76,0
"Fergie Jenkins","jenkife01",1983,1.51,0
"Fergie Jenkins","jenkife01",1965,0.52,0
"Fergie Jenkins","jenkife01",1981,-0.73,0
"Randy Johnson","johnsra05",2002,10.66,0
"Randy Johnson","johnsra05",2001,9.39,0
"Randy Johnson","johnsra05",1999,8.77,0
"Randy Johnson","johnsra05",1995,8.66,0
"Randy Johnson","johnsra05",2004,8.32,0
"Randy Johnson","johnsra05",2000,8.12,0
"Randy Johnson","johnsra05",1997,8.03,0
"Randy Johnson","johnsra05",1993,6.77,0
"Randy Johnson","johnsra05",2005,5.64,0
"Randy Johnson","johnsra05",1994,5.52,0
"Randy Johnson","johnsra05",1998,5.51,0
"Randy Johnson","johnsra05",2008,3.17,0
"Randy Johnson","johnsra05",1991,2.98,0
"Randy Johnson","johnsra05",1992,2.35,0
"Randy Johnson","johnsra05",1990,2.25,0
"Randy Johnson","johnsra05",2006,1.71,0
"Randy Johnson","johnsra05",2003,1.68,0
"Randy Johnson","johnsra05",2007,1.18,0
"Randy Johnson","johnsra05",1996,1.18,0
"Randy Johnson","johnsra05",1988,0.63,0
"Randy Johnson","johnsra05",2009,0.14,0
"Randy Johnson","johnsra05",1989,-0.59,0
"Walter Johnson","johnswa01",1913,16.01,0
"Walter Johnson","johnswa01",1912,14.61,0
"Walter Johnson","johnswa01",1914,12.98,0
"Walter Johnson","johnswa01",1915,12.1,0
"Walter Johnson","johnswa01",1918,11.56,0
"Walter Johnson","johnswa01",1910,11.43,0
"Walter Johnson","johnswa01",1919,10.78,0
"Walter Johnson","johnswa01",1916,10.74,0
"Walter Johnson","johnswa01",1911,8.82,0
"Walter Johnson","johnswa01",1917,7.98,0
"Walter Johnson","johnswa01",1924,7.42,0
"Walter Johnson","johnswa01",1925,6.91,0
"Walter Johnson","johnswa01",1908,5.56,0
"Walter Johnson","johnswa01",1922,5.47,0
"Walter Johnson","johnswa01",1921,5.35,0
"Walter Johnson","johnswa01",1923,4.61,0
"Walter Johnson","johnswa01",1926,3.76,0
"Walter Johnson","johnswa01",1909,3.7,0
"Walter Johnson","johnswa01",1920,2.96,0
"Walter Johnson","johnswa01",1907,2.55,0
"Walter Johnson","johnswa01",1927,0.28,0
"Al Kaline","kalinal01",1961,8.39,0
"Al Kaline","kalinal01",1955,8.23,0
"Al Kaline","kalinal01",1967,7.51,0
"Al Kaline","kalinal01",1956,6.53,0
"Al Kaline","kalinal01",1958,6.5,0
"Al Kaline","kalinal01",1959,6.01,0
"Al Kaline","kalinal01",1966,5.63,0
"Al Kaline","kalinal01",1964,5.55,0
"Al Kaline","kalinal01",1957,5.53,0
"Al Kaline","kalinal01",1963,5.42,0
"Al Kaline","kalinal01",1962,4.37,0
"Al Kaline","kalinal01",1968,3.34,0
"Al Kaline","kalinal01",1970,3.22,0
"Al Kaline","kalinal01",1971,3.22,0
"Al Kaline","kalinal01",1969,3.06,0
"Al Kaline","kalinal01",1965,2.8,0
"Al Kaline","kalinal01",1972,2.6,0
"Al Kaline","kalinal01",1960,2.52,0
"Al Kaline","kalinal01",1954,1.14,0
"Al Kaline","kalinal01",1974,0.91,0
"Al Kaline","kalinal01",1973,0.49,0
"Al Kaline","kalinal01",1953,-0.46,0
"Willie Keeler","keelewi01",1897,7.13,0
"Willie Keeler","keelewi01",1895,5.33,0
"Willie Keeler","keelewi01",1896,5.33,0
"Willie Keeler","keelewi01",1904,5.01,0
"Willie Keeler","keelewi01",1899,4.79,0
"Willie Keeler","keelewi01",1898,4.48,0
"Willie Keeler","keelewi01",1902,4.09,0
"Willie Keeler","keelewi01",1900,3.73,0
"Willie Keeler","keelewi01",1894,3.53,0
"Willie Keeler","keelewi01",1901,3.14,0
"Willie Keeler","keelewi01",1905,2.64,0
"Willie Keeler","keelewi01",1906,2.19,0
"Willie Keeler","keelewi01",1903,2.01,0
"Willie Keeler","keelewi01",1908,0.79,0
"Willie Keeler","keelewi01",1909,0.76,0
"Willie Keeler","keelewi01",1892,0.44,0
"Willie Keeler","keelewi01",1893,0.29,0
"Willie Keeler","keelewi01",1910,0.09,0
"Willie Keeler","keelewi01",1907,-1.78,0
"Harmon Killebrew","killeha01",1967,6.45,0
"Harmon Killebrew","killeha01",1969,6.17,0
"Harmon Killebrew","killeha01",1966,5.89,0
"Harmon Killebrew","killeha01",1961,5.67,0
"Harmon Killebrew","killeha01",1970,4.89,0
"Harmon Killebrew","killeha01",1964,4.66,0
"Harmon Killebrew","killeha01",1965,4.34,0
"Harmon Killebrew","killeha01",1959,4.22,0
"Harmon Killebrew","killeha01",1963,4.2,0
"Harmon Killebrew","killeha01",1960,3.07,0
"Harmon Killebrew","killeha01",1972,3.07,0
"Harmon Killebrew","killeha01",1962,2.84,0
"Harmon Killebrew","killeha01",1971,2.79,0
"Harmon Killebrew","killeha01",1968,2.49,0
"Harmon Killebrew","killeha01",1973,0.5,0
"Harmon Killebrew","killeha01",1957,0.15,0
"Harmon Killebrew","killeha01",1954,-0.02,0
"Harmon Killebrew","killeha01",1955,-0.09,0
"Harmon Killebrew","killeha01",1958,-0.12,0
"Harmon Killebrew","killeha01",1975,-0.12,0
"Harmon Killebrew","killeha01",1974,-0.21,0
"Harmon Killebrew","killeha01",1956,-0.49,0
"Ralph Kiner","kinerra01",1947,8.32,0
"Ralph Kiner","kinerra01",1949,8.12,0
"Ralph Kiner","kinerra01",1951,8.08,0
"Ralph Kiner","kinerra01",1948,6.13,0
"Ralph Kiner","kinerra01",1950,5.55,0
"Ralph Kiner","kinerra01",1952,4.49,0
"Ralph Kiner","kinerra01",1954,2.94,0
"Ralph Kiner","kinerra01",1946,2.76,0
"Ralph Kiner","kinerra01",1953,2.74,0
"Ralph Kiner","kinerra01",1955,0.16,0
"Sandy Koufax","koufasa01",1963,9.92,0
"Sandy Koufax","koufasa01",1966,9.78,0
"Sandy Koufax","koufasa01",1965,8.57,0
"Sandy Koufax","koufasa01",1964,7.05,0
"Sandy Koufax","koufasa01",1961,5.03,0
"Sandy Koufax","koufasa01",1962,3.85,0
"Sandy Koufax","koufasa01",1959,1.89,0
"Sandy Koufax","koufasa01",1960,1.06,0
"Sandy Koufax","koufasa01",1957,0.85,0
"Sandy Koufax","koufasa01",1958,0.72,0
"Sandy Koufax","koufasa01",1955,0.65,0
"Sandy Koufax","koufasa01",1956,-0.38,0
"Nap Lajoie","lajoina01",1906,10.02,0
"Nap Lajoie","lajoina01",1910,9.83,0
"Nap Lajoie","lajoina01",1904,8.61,0
"Nap Lajoie","lajoina01",1901,8.39,0
"Nap Lajoie","lajoina01",1903,7.96,0
"Nap Lajoie","lajoina01",1908,7.87,0
"Nap Lajoie","lajoina01",1907,7.63,0
"Nap Lajoie","lajoina01",1909,6.43,0
"Nap Lajoie","lajoina01",1912,5.35,0
"Nap Lajoie","lajoina01",1913,5.29,0
"Nap Lajoie","lajoina01",1897,5.17,0
"Nap Lajoie","lajoina01",1902,5.1,0
"Nap Lajoie","lajoina01",1900,4.25,0
"Nap Lajoie","lajoina01",1899,3.78,0
"Nap Lajoie","lajoina01",1898,3.64,0
"Nap Lajoie","lajoina01",1905,3.07,0
"Nap Lajoie","lajoina01",1911,2.7,0
"Nap Lajoie","lajoina01",1915,1.67,0
"Nap Lajoie","lajoina01",1896,0.77,0
"Nap Lajoie","lajoina01",1914,0.09,0
"Nap Lajoie","lajoina01",1916,-0.23,0
"Barry Larkin","larkiba01",1996,7.18,0
"Barry Larkin","larkiba01",1988,7.01,0
"Barry Larkin","larkiba01",1991,6.09,0
"Barry Larkin","larkiba01",1995,5.91,0
"Barry Larkin","larkiba01",1998,5.73,0
"Barry Larkin","larkiba01",1990,5.61,0
"Barry Larkin","larkiba01",1992,5.59,0
"Barry Larkin","larkiba01",1999,5.08,0
"Barry Larkin","larkiba01",1994,3.94,0
"Barry Larkin","larkiba01",1989,3.83,0
"Barry Larkin","larkiba01",1993,3.81,0
"Barry Larkin","larkiba01",1997,3.46,0
"Barry Larkin","larkiba01",2000,2.55,0
"Barry Larkin","larkiba01",1986,1.47,0
"Barry Larkin","larkiba01",1987,1.22,0
"Barry Larkin","larkiba01",2003,0.87,0
"Barry Larkin","larkiba01",2004,0.7,0
"Barry Larkin","larkiba01",2001,0.47,0
"Barry Larkin","larkiba01",2002,-0.35,0
"Bob Lemon","lemonbo01",1949,7.15,0
"Bob Lemon","lemonbo01",1948,6.46,0
"Bob Lemon","lemonbo01",1956,5.88,0
"Bob Lemon","lemonbo01",1952,5.76,0
"Bob Lemon","lemonbo01",1950,4.79,0
"Bob Lemon","lemonbo01",1954,4.79,0
"Bob Lemon","lemonbo01",1953,4.16,0
"Bob Lemon","lemonbo01",1955,3.46,0
"Bob Lemon","lemonbo01",1951,3.37,0
"Bob Lemon","lemonbo01",1947,2.44,0
"Bob Lemon","lemonbo01",1946,1.23,0
"Bob Lemon","lemonbo01",1958,0.03,0
"Bob Lemon","lemonbo01",1941,-0.03,0
"Bob Lemon","lemonbo01",1942,-0.12,0
"Bob Lemon","lemonbo01",1957,-0.62,0
"Ted Lyons","lyonste01",1927,8.05,0
"Ted Lyons","lyonste01",1930,6.31,0
"Ted Lyons","lyonste01",1932,5.75,0
"Ted Lyons","lyonste01",1926,5.65,0
"Ted Lyons","lyonste01",1925,5.17,0
"Ted Lyons","lyonste01",1942,5.1,0
"Ted Lyons","lyonste01",1939,4.85,0
"Ted Lyons","lyonste01",1935,4.84,0
"Ted Lyons","lyonste01",1938,4.51,0
"Ted Lyons","lyonste01",1929,4.07,0
"Ted Lyons","lyonste01",1940,3.57,0
"Ted Lyons","lyonste01",1941,2.87,0
"Ted Lyons","lyonste01",1937,2.24,0
"Ted Lyons","lyonste01",1928,2.23,0
"Ted Lyons","lyonste01",1931,1.84,0
"Ted Lyons","lyonste01",1934,1.72,0
"Ted Lyons","lyonste01",1936,1.55,0
"Ted Lyons","lyonste01",1933,0.96,0
"Ted Lyons","lyonste01",1924,0.38,0
"Ted Lyons","lyonste01",1946,0.33,0
"Ted Lyons","lyonste01",1923,-0.47,0
"Greg Maddux","maddugr01",1995,9.6,0
"Greg Maddux","maddugr01",1992,9.44,0
"Greg Maddux","maddugr01",1994,8.68,0
"Greg Maddux","maddugr01",1997,7.69,0
"Greg Maddux","maddugr01",1998,7.11,0
"Greg Maddux","maddugr01",1996,7.1,0
"Greg Maddux","maddugr01",2000,6.67,0
"Greg Maddux","maddugr01",1993,5.75,0
"Greg Maddux","maddugr01",1988,5.65,0
"Greg Maddux","maddugr01",1989,5.31,0
"Greg Maddux","maddugr01",2001,5.16,0
"Greg Maddux","maddugr01",2002,4.57,0
"Greg Maddux","maddugr01",1991,4.06,0
"Greg Maddux","maddugr01",1990,3.71,0
"Greg Maddux","maddugr01",1999,3.68,0
"Greg Maddux","maddugr01",2004,3.2,0
"Greg Maddux","maddugr01",2006,3.14,0
"Greg Maddux","maddugr01",2005,3,0
"Greg Maddux","maddugr01",2007,2.4,0
"Greg Maddux","maddugr01",2003,1.25,0
"Greg Maddux","maddugr01",2008,0.24,0
"Greg Maddux","maddugr01",1986,0.2,0
"Greg Maddux","maddugr01",1987,-0.76,0
"Mickey Mantle","mantlmi01",1957,11.3,0
"Mickey Mantle","mantlmi01",1956,11.24,0
"Mickey Mantle","mantlmi01",1961,10.46,0
"Mickey Mantle","mantlmi01",1955,9.54,0
"Mickey Mantle","mantlmi01",1958,8.66,0
"Mickey Mantle","mantlmi01",1954,6.92,0
"Mickey Mantle","mantlmi01",1959,6.61,0
"Mickey Mantle","mantlmi01",1952,6.47,0
"Mickey Mantle","mantlmi01",1960,6.33,0
"Mickey Mantle","mantlmi01",1962,5.94,0
"Mickey Mantle","mantlmi01",1953,5.29,0
"Mickey Mantle","mantlmi01",1964,4.79,0
"Mickey Mantle","mantlmi01",1967,3.9,0
"Mickey Mantle","mantlmi01",1966,3.55,0
"Mickey Mantle","mantlmi01",1963,2.89,0
"Mickey Mantle","mantlmi01",1968,2.63,0
"Mickey Mantle","mantlmi01",1965,1.76,0
"Mickey Mantle","mantlmi01",1951,1.44,0
"Rabbit Maranville","maranra01",1916,5.25,0
"Rabbit Maranville","maranra01",1914,4.99,0
"Rabbit Maranville","maranra01",1917,4.53,0
"Rabbit Maranville","maranra01",1919,4.22,0
"Rabbit Maranville","maranra01",1921,4.2,0
"Rabbit Maranville","maranra01",1915,3.73,0
"Rabbit Maranville","maranra01",1924,3.52,0
"Rabbit Maranville","maranra01",1920,2.93,0
"Rabbit Maranville","maranra01",1929,2.46,0
"Rabbit Maranville","maranra01",1923,2.27,0
"Rabbit Maranville","maranra01",1913,1.8,0
"Rabbit Maranville","maranra01",1922,1.5,0
"Rabbit Maranville","maranra01",1928,1.16,0
"Rabbit Maranville","maranra01",1930,1.07,0
"Rabbit Maranville","maranra01",1931,1.01,0
"Rabbit Maranville","maranra01",1926,0.37,0
"Rabbit Maranville","maranra01",1918,0.16,0
"Rabbit Maranville","maranra01",1927,0.05,0
"Rabbit Maranville","maranra01",1925,0.01,0
"Rabbit Maranville","maranra01",1912,-0.3,0
"Rabbit Maranville","maranra01",1932,-0.32,0
"Rabbit Maranville","maranra01",1935,-0.87,0
"Rabbit Maranville","maranra01",1933,-0.96,0
"Juan Marichal","maricju01",1965,10.5,0
"Juan Marichal","maricju01",1966,9.77,0
"Juan Marichal","maricju01",1963,8.09,0
"Juan Marichal","maricju01",1969,7.58,0
"Juan Marichal","maricju01",1964,6.18,0
"Juan Marichal","maricju01",1968,5.56,0
"Juan Marichal","maricju01",1962,4.24,0
"Juan Marichal","maricju01",1971,2.59,0
"Juan Marichal","maricju01",1967,2.22,0
"Juan Marichal","maricju01",1970,2.13,0
"Juan Marichal","maricju01",1960,1.76,0
"Juan Marichal","maricju01",1961,1.39,0
"Juan Marichal","maricju01",1973,1.37,0
"Juan Marichal","maricju01",1972,0.33,0
"Juan Marichal","maricju01",1974,-0.1,0
"Juan Marichal","maricju01",1975,-0.51,0
"Pedro Martinez","martipe02",2000,11.73,0
"Pedro Martinez","martipe02",1999,9.67,0
"Pedro Martinez","martipe02",1997,8.77,0
"Pedro Martinez","martipe02",2003,8,0
"Pedro Martinez","martipe02",1998,7.13,0
"Pedro Martinez","martipe02",2005,6.48,0
"Pedro Martinez","martipe02",2002,6.46,0
"Pedro Martinez","martipe02",2004,5.52,0
"Pedro Martinez","martipe02",2001,5.1,0
"Pedro Martinez","martipe02",1995,4.12,0
"Pedro Martinez","martipe02",1996,3.75,0
"Pedro Martinez","martipe02",1993,2.97,0
"Pedro Martinez","martipe02",1994,2.24,0
"Pedro Martinez","martipe02",2006,0.82,0
"Pedro Martinez","martipe02",2009,0.66,0
"Pedro Martinez","martipe02",2007,0.66,0
"Pedro Martinez","martipe02",1992,0.3,0
"Pedro Martinez","martipe02",2008,-0.4,0
"Christy Mathewson","mathech01",1908,11.18,0
"Christy Mathewson","mathech01",1903,10.22,0
"Christy Mathewson","mathech01",1909,10.15,0
"Christy Mathewson","mathech01",1905,10.06,0
"Christy Mathewson","mathech01",1901,8.97,0
"Christy Mathewson","mathech01",1910,8.09,0
"Christy Mathewson","mathech01",1907,7.84,0
"Christy Mathewson","mathech01",1912,7.76,0
"Christy Mathewson","mathech01",1911,7.34,0
"Christy Mathewson","mathech01",1913,6.91,0
"Christy Mathewson","mathech01",1904,6.06,0
"Christy Mathewson","mathech01",1902,4.36,0
"Christy Mathewson","mathech01",1906,3.3,0
"Christy Mathewson","mathech01",1914,1.38,0
"Christy Mathewson","mathech01",1916,-0.36,0
"Christy Mathewson","mathech01",1900,-0.55,0
"Christy Mathewson","mathech01",1915,-0.98,0
"Eddie Mathews","matheed01",1953,8.31,0
"Eddie Mathews","matheed01",1959,8.2,0
"Eddie Mathews","matheed01",1963,7.96,0
"Eddie Mathews","matheed01",1954,7.83,0
"Eddie Mathews","matheed01",1957,7.42,0
"Eddie Mathews","matheed01",1960,7.34,0
"Eddie Mathews","matheed01",1955,7.3,0
"Eddie Mathews","matheed01",1961,7.25,0
"Eddie Mathews","matheed01",1958,6.45,0
"Eddie Mathews","matheed01",1956,5.72,0
"Eddie Mathews","matheed01",1962,5.62,0
"Eddie Mathews","matheed01",1965,5.4,0
"Eddie Mathews","matheed01",1964,4.56,0
"Eddie Mathews","matheed01",1966,2.7,0
"Eddie Mathews","matheed01",1952,2.31,0
"Eddie Mathews","matheed01",1967,1.82,0
"Eddie Mathews","matheed01",1968,0.21,0
"Willie Mays","mayswi01",1965,11.22,0
"Willie Mays","mayswi01",1964,11.02,0
"Willie Mays","mayswi01",1954,10.61,0
"Willie Mays","mayswi01",1963,10.6,0
"Willie Mays","mayswi01",1962,10.5,0
"Willie Mays","mayswi01",1958,10.24,0
"Willie Mays","mayswi01",1960,9.48,0
"Willie Mays","mayswi01",1955,9.03,0
"Willie Mays","mayswi01",1966,8.97,0
"Willie Mays","mayswi01",1961,8.72,0
"Willie Mays","mayswi01",1957,8.29,0
"Willie Mays","mayswi01",1959,7.79,0
"Willie Mays","mayswi01",1956,7.58,0
"Willie Mays","mayswi01",1971,6.34,0
"Willie Mays","mayswi01",1968,6.24,0
"Willie Mays","mayswi01",1970,5.2,0
"Willie Mays","mayswi01",1967,4.34,0
"Willie Mays","mayswi01",1951,3.94,0
"Willie Mays","mayswi01",1969,3.05,0
"Willie Mays","mayswi01",1972,1.83,0
"Willie Mays","mayswi01",1952,1.25,0
"Willie Mays","mayswi01",1973,-0.02,0
"Willie McCovey","mccovwi01",1969,8.06,0
"Willie McCovey","mccovwi01",1968,7,0
"Willie McCovey","mccovwi01",1970,6.55,0
"Willie McCovey","mccovwi01",1963,6.46,0
"Willie McCovey","mccovwi01",1966,5.89,0
"Willie McCovey","mccovwi01",1965,5.85,0
"Willie McCovey","mccovwi01",1967,5.02,0
"Willie McCovey","mccovwi01",1974,3.19,0
"Willie McCovey","mccovwi01",1959,3.1,0
"Willie McCovey","mccovwi01",1973,3.1,0
"Willie McCovey","mccovwi01",1961,2.61,0
"Willie McCovey","mccovwi01",1971,2.61,0
"Willie McCovey","mccovwi01",1962,1.92,0
"Willie McCovey","mccovwi01",1960,1.73,0
"Willie McCovey","mccovwi01",1975,1.63,0
"Willie McCovey","mccovwi01",1977,1.28,0
"Willie McCovey","mccovwi01",1976,0.27,0
"Willie McCovey","mccovwi01",1979,0.16,0
"Willie McCovey","mccovwi01",1964,-0.08,0
"Willie McCovey","mccovwi01",1972,-0.53,0
"Willie McCovey","mccovwi01",1978,-0.67,0
"Willie McCovey","mccovwi01",1980,-0.72,0
"Joe Medwick","medwijo01",1937,8.52,0
"Joe Medwick","medwijo01",1936,7.1,0
"Joe Medwick","medwijo01",1935,6.09,0
"Joe Medwick","medwijo01",1938,4.83,0
"Joe Medwick","medwijo01",1941,4.62,0
"Joe Medwick","medwijo01",1939,4.58,0
"Joe Medwick","medwijo01",1944,3.98,0
"Joe Medwick","medwijo01",1933,3.76,0
"Joe Medwick","medwijo01",1940,3.67,0
"Joe Medwick","medwijo01",1934,3.15,0
"Joe Medwick","medwijo01",1942,2.64,0
"Joe Medwick","medwijo01",1947,0.77,0
"Joe Medwick","medwijo01",1932,0.68,0
"Joe Medwick","medwijo01",1943,0.51,0
"Joe Medwick","medwijo01",1946,0.43,0
"Joe Medwick","medwijo01",1945,0.35,0
"Joe Medwick","medwijo01",1948,-0.12,0
"Paul Molitor","molitpa01",1982,6.18,0
"Paul Molitor","molitpa01",1987,5.98,0
"Paul Molitor","molitpa01",1993,5.67,0
"Paul Molitor","molitpa01",1989,5.65,0
"Paul Molitor","molitpa01",1979,5.63,0
"Paul Molitor","molitpa01",1991,5.27,0
"Paul Molitor","molitpa01",1988,5.21,0
"Paul Molitor","molitpa01",1992,4.73,0
"Paul Molitor","molitpa01",1983,4.54,0
"Paul Molitor","molitpa01",1980,3.76,0
"Paul Molitor","molitpa01",1996,3.72,0
"Paul Molitor","molitpa01",1985,3.65,0
"Paul Molitor","molitpa01",1994,3.61,0
"Paul Molitor","molitpa01",1990,3.17,0
"Paul Molitor","molitpa01",1978,2.73,0
"Paul Molitor","molitpa01",1986,2.29,0
"Paul Molitor","molitpa01",1997,1.47,0
"Paul Molitor","molitpa01",1995,1.28,0
"Paul Molitor","molitpa01",1981,0.97,0
"Paul Molitor","molitpa01",1998,0.05,0
"Paul Molitor","molitpa01",1984,-0.14,0
"Joe Morgan","morgajo02",1975,10.95,0
"Joe Morgan","morgajo02",1976,9.61,0
"Joe Morgan","morgajo02",1972,9.29,0
"Joe Morgan","morgajo02",1973,9.24,0
"Joe Morgan","morgajo02",1974,8.6,0
"Joe Morgan","morgajo02",1977,5.81,0
