namefull,playerid,yearid,war,current_candidate
Stan Musial,musiast01,1961,2.6200,0
Stan Musial,musiast01,1960,1.8800,0
Stan Musial,musiast01,1963,1.3100,0
Stan Musial,musiast01,1941,0.5900,0
Stan Musial,musiast01,1959,0.2800,0
Phil Niekro,niekrph01,1978,10.4300,0
Phil Niekro,niekrph01,1977,8.4400,0
Phil Niekro,niekrph01,1974,8.0000,0
Phil Niekro,niekrph01,1979,7.9600,0
Phil Niekro,niekrph01,1976,6.8500,0
Phil Niekro,niekrph01,1975,6.5700,0
Phil Niekro,niekrph01,1969,6.2900,0
Phil Niekro,niekrph01,1972,5.6700,0
Phil Niekro,niekrph01,1971,5.1500,0
Phil Niekro,niekrph01,1967,4.9200,0
Phil Niekro,niekrph01,1984,4.6500,0
Phil Niekro,niekrph01,1973,3.9600,0
Phil Niekro,niekrph01,1968,3.7400,0
Phil Niekro,niekrph01,1982,3.1900,0
Phil Niekro,niekrph01,1980,2.9600,0
Phil Niekro,niekrph01,1983,2.5300,0
Phil Niekro,niekrph01,1970,2.1200,0
Phil Niekro,niekrph01,1985,1.7400,0
Phil Niekro,niekrph01,1981,1.1800,0
Phil Niekro,niekrph01,1986,0.9600,0
Phil Niekro,niekrph01,1965,0.3200,0
Phil Niekro,niekrph01,1987,-0.0800,0
Phil Niekro,niekrph01,1964,-0.1300,0
Phil Niekro,niekrph01,1966,-0.8700,0
Mel Ott,ottme01,1938,8.9000,0
Mel Ott,ottme01,1932,7.9000,0
Mel Ott,ottme01,1936,7.8000,0
Mel Ott,ottme01,1929,7.3900,0
Mel Ott,ottme01,1934,7.3100,0
Mel Ott,ottme01,1935,7.1200,0
Mel Ott,ottme01,1937,6.4300,0
Mel Ott,ottme01,1930,6.4100,0
Mel Ott,ottme01,1942,6.2900,0
Mel Ott,ottme01,1939,5.7000,0
Mel Ott,ottme01,1931,5.6000,0
Mel Ott,ottme01,1933,5.4800,0
Mel Ott,ottme01,1944,5.2500,0
Mel Ott,ottme01,1940,5.1700,0
Mel Ott,ottme01,1941,4.6400,0
Mel Ott,ottme01,1945,4.5100,0
Mel Ott,ottme01,1928,3.8500,0
Mel Ott,ottme01,1943,2.8400,0
Mel Ott,ottme01,1926,0.2700,0
Mel Ott,ottme01,1927,-0.0600,0
Mel Ott,ottme01,1947,-0.0900,0
Mel Ott,ottme01,1946,-0.9400,0
Jim Palmer,palmeji01,1975,8.4700,0
Jim Palmer,palmeji01,1977,7.5500,0
Jim Palmer,palmeji01,1976,6.5800,0
Jim Palmer,palmeji01,1970,6.4800,0
Jim Palmer,palmeji01,1978,6.3700,0
Jim Palmer,palmeji01,1973,6.3600,0
Jim Palmer,palmeji01,1972,6.1800,0
Jim Palmer,palmeji01,1982,4.8100,0
Jim Palmer,palmeji01,1971,4.3700,0
Jim Palmer,palmeji01,1969,4.3300,0
Jim Palmer,palmeji01,1979,2.1400,0
Jim Palmer,palmeji01,1966,2.0000,0
Jim Palmer,palmeji01,1980,1.7000,0
Jim Palmer,palmeji01,1974,1.4200,0
Jim Palmer,palmeji01,1981,1.1300,0
Jim Palmer,palmeji01,1967,0.6200,0
Jim Palmer,palmeji01,1983,0.2300,0
Jim Palmer,palmeji01,1965,-0.5300,0
Jim Palmer,palmeji01,1984,-0.8100,0
Herb Pennock,pennohe01,1924,7.6400,0
Herb Pennock,pennohe01,1925,6.3400,0
Herb Pennock,pennohe01,1923,5.9200,0
Herb Pennock,pennohe01,1928,5.7200,0
Herb Pennock,pennohe01,1920,3.9400,0
Herb Pennock,pennohe01,1919,3.2200,0
Herb Pennock,pennohe01,1926,3.1100,0
Herb Pennock,pennohe01,1927,3.1000,0
Herb Pennock,pennohe01,1921,2.5400,0
Herb Pennock,pennohe01,1922,2.2000,0
Herb Pennock,pennohe01,1914,1.7500,0
Herb Pennock,pennohe01,1931,1.6300,0
Herb Pennock,pennohe01,1934,1.3800,0
Herb Pennock,pennohe01,1930,0.7000,0
Herb Pennock,pennohe01,1916,0.1400,0
Herb Pennock,pennohe01,1932,0.0900,0
Herb Pennock,pennohe01,1933,-0.3800,0
Herb Pennock,pennohe01,1917,-0.3900,0
Herb Pennock,pennohe01,1912,-0.5700,0
Herb Pennock,pennohe01,1929,-0.6500,0
Herb Pennock,pennohe01,1915,-0.7400,0
Herb Pennock,pennohe01,1913,-0.9100,0
Tony Perez,perezto01,1970,7.1700,0
Tony Perez,perezto01,1969,5.9900,0
Tony Perez,perezto01,1968,5.8900,0
Tony Perez,perezto01,1973,5.2800,0
Tony Perez,perezto01,1972,4.7200,0
Tony Perez,perezto01,1971,4.1400,0
Tony Perez,perezto01,1978,3.2500,0
Tony Perez,perezto01,1967,3.2200,0
Tony Perez,perezto01,1975,3.0700,0
Tony Perez,perezto01,1977,2.8100,0
Tony Perez,perezto01,1976,2.5700,0
Tony Perez,perezto01,1974,2.5200,0
Tony Perez,perezto01,1985,1.6800,0
Tony Perez,perezto01,1965,0.6500,0
Tony Perez,perezto01,1980,0.6500,0
Tony Perez,perezto01,1979,0.5200,0
Tony Perez,perezto01,1981,0.4200,0
Tony Perez,perezto01,1982,0.3800,0
Tony Perez,perezto01,1983,0.2900,0
Tony Perez,perezto01,1986,-0.0700,0
Tony Perez,perezto01,1964,-0.2300,0
Tony Perez,perezto01,1966,-0.4500,0
Tony Perez,perezto01,1984,-0.5900,0
Gaylord Perry,perryga01,1972,11.1800,0
Gaylord Perry,perryga01,1974,8.6000,0
Gaylord Perry,perryga01,1973,7.9400,0
Gaylord Perry,perryga01,1970,7.1400,0
Gaylord Perry,perryga01,1969,6.2700,0
Gaylord Perry,perryga01,1975,5.8300,0
Gaylord Perry,perryga01,1976,5.8200,0
Gaylord Perry,perryga01,1967,5.3200,0
Gaylord Perry,perryga01,1964,5.1400,0
Gaylord Perry,perryga01,1966,5.0600,0
Gaylord Perry,perryga01,1968,4.8200,0
Gaylord Perry,perryga01,1978,3.7700,0
Gaylord Perry,perryga01,1977,2.9800,0
Gaylord Perry,perryga01,1979,2.8000,0
Gaylord Perry,perryga01,1982,2.2700,0
Gaylord Perry,perryga01,1980,2.2500,0
Gaylord Perry,perryga01,1981,1.7300,0
Gaylord Perry,perryga01,1971,1.5800,0
Gaylord Perry,perryga01,1983,1.3100,0
Gaylord Perry,perryga01,1965,0.1100,0
Gaylord Perry,perryga01,1963,-0.4600,0
Gaylord Perry,perryga01,1962,-0.5000,0
Kirby Puckett,puckeki01,1988,7.7400,0
Kirby Puckett,puckeki01,1992,7.1000,0
Kirby Puckett,puckeki01,1986,5.6900,0
Kirby Puckett,puckeki01,1989,4.9100,0
Kirby Puckett,puckeki01,1991,4.2700,0
Kirby Puckett,puckeki01,1987,4.1800,0
Kirby Puckett,puckeki01,1994,3.6400,0
Kirby Puckett,puckeki01,1984,3.3100,0
Kirby Puckett,puckeki01,1995,3.0900,0
Kirby Puckett,puckeki01,1985,2.8600,0
Kirby Puckett,puckeki01,1990,2.8100,0
Kirby Puckett,puckeki01,1993,1.3300,0
Jim Rice,riceji01,1978,7.5400,0
Jim Rice,riceji01,1979,6.3400,0
Jim Rice,riceji01,1983,5.6200,0
Jim Rice,riceji01,1986,5.5900,0
Jim Rice,riceji01,1977,5.1800,0
Jim Rice,riceji01,1982,3.0300,0
Jim Rice,riceji01,1975,2.9500,0
Jim Rice,riceji01,1984,2.4600,0
Jim Rice,riceji01,1981,2.4400,0
Jim Rice,riceji01,1976,2.3400,0
Jim Rice,riceji01,1980,2.0000,0
Jim Rice,riceji01,1985,1.8600,0
Jim Rice,riceji01,1988,0.5200,0
Jim Rice,riceji01,1987,0.1900,0
Jim Rice,riceji01,1974,0.0300,0
Jim Rice,riceji01,1989,-0.6900,0
Cal Ripken,ripkeca01,1991,11.4900,0
Cal Ripken,ripkeca01,1984,10.0000,0
Cal Ripken,ripkeca01,1983,8.1600,0
Cal Ripken,ripkeca01,1990,7.4900,0
Cal Ripken,ripkeca01,1989,6.6300,0
Cal Ripken,ripkeca01,1986,6.6100,0
Cal Ripken,ripkeca01,1988,5.7200,0
Cal Ripken,ripkeca01,1985,5.5300,0
Cal Ripken,ripkeca01,1982,4.6500,0
Cal Ripken,ripkeca01,1992,4.0200,0
Cal Ripken,ripkeca01,1994,3.9800,0
Cal Ripken,ripkeca01,1995,3.9200,0
Cal Ripken,ripkeca01,1996,3.7700,0
Cal Ripken,ripkeca01,1993,3.6900,0
Cal Ripken,ripkeca01,1987,3.2200,0
Cal Ripken,ripkeca01,1999,2.6600,0
Cal Ripken,ripkeca01,1998,1.9000,0
Cal Ripken,ripkeca01,1997,1.7900,0
Cal Ripken,ripkeca01,2000,1.3600,0
Cal Ripken,ripkeca01,1981,-0.4700,0
Cal Ripken,ripkeca01,2001,-0.6400,0
Robin Roberts,roberro01,1953,9.8200,0
Robin Roberts,roberro01,1954,8.6600,0
Robin Roberts,roberro01,1951,8.6300,0
Robin Roberts,roberro01,1952,8.4900,0
Robin Roberts,roberro01,1950,6.8000,0
Robin Roberts,roberro01,1958,6.5500,0
Robin Roberts,roberro01,1955,5.8200,0
Robin Roberts,roberro01,1962,4.6500,0
Robin Roberts,roberro01,1960,3.5600,0
Robin Roberts,roberro01,1964,3.4100,0
Robin Roberts,roberro01,1948,3.3500,0
Robin Roberts,roberro01,1965,3.2300,0
Robin Roberts,roberro01,1963,3.1800,0
Robin Roberts,roberro01,1949,3.0900,0
Robin Roberts,roberro01,1956,2.9700,0
Robin Roberts,roberro01,1957,2.5800,0
Robin Roberts,roberro01,1959,2.5200,0
Robin Roberts,roberro01,1966,-0.1600,0
Robin Roberts,roberro01,1961,-1.1000,0
Brooks Robinson,robinbr01,1968,8.3900,0
Brooks Robinson,robinbr01,1964,8.0600,0
Brooks Robinson,robinbr01,1967,7.7100,0
Brooks Robinson,robinbr01,1962,6.0800,0
Brooks Robinson,robinbr01,1971,5.9800,0
Brooks Robinson,robinbr01,1974,4.9900,0
Brooks Robinson,robinbr01,1966,4.5700,0
Brooks Robinson,robinbr01,1965,4.5300,0
Brooks Robinson,robinbr01,1969,4.1200,0
Brooks Robinson,robinbr01,1960,4.0900,0
Brooks Robinson,robinbr01,1970,3.8700,0
Brooks Robinson,robinbr01,1973,3.5300,0
Brooks Robinson,robinbr01,1972,3.5100,0
Brooks Robinson,robinbr01,1961,3.4700,0
Brooks Robinson,robinbr01,1963,2.8100,0
Brooks Robinson,robinbr01,1959,2.1500,0
Brooks Robinson,robinbr01,1975,1.8000,0
Brooks Robinson,robinbr01,1957,0.3900,0
Brooks Robinson,robinbr01,1956,-0.0300,0
Brooks Robinson,robinbr01,1977,-0.1600,0
Brooks Robinson,robinbr01,1958,-0.3600,0
Brooks Robinson,robinbr01,1976,-0.5200,0
Brooks Robinson,robinbr01,1955,-0.6200,0
Frank Robinson,robinfr02,1962,8.7200,0
Frank Robinson,robinfr02,1964,7.8900,0
Frank Robinson,robinfr02,1961,7.6900,0
Frank Robinson,robinfr02,1966,7.6600,0
Frank Robinson,robinfr02,1969,7.5200,0
Frank Robinson,robinfr02,1957,6.8800,0
Frank Robinson,robinfr02,1956,6.5100,0
Frank Robinson,robinfr02,1960,6.2100,0
Frank Robinson,robinfr02,1959,5.8100,0
Frank Robinson,robinfr02,1967,5.4000,0
Frank Robinson,robinfr02,1965,5.0500,0
Frank Robinson,robinfr02,1970,4.7700,0
Frank Robinson,robinfr02,1963,4.7600,0
Frank Robinson,robinfr02,1973,4.7500,0
Frank Robinson,robinfr02,1958,4.3200,0
Frank Robinson,robinfr02,1968,3.7200,0
Frank Robinson,robinfr02,1974,3.2700,0
Frank Robinson,robinfr02,1971,3.2600,0
Frank Robinson,robinfr02,1972,1.9700,0
Frank Robinson,robinfr02,1975,0.9100,0
Frank Robinson,robinfr02,1976,0.1400,0
Jackie Robinson,robinja02,1951,9.6600,0
Jackie Robinson,robinja02,1949,9.6100,0
Jackie Robinson,robinja02,1952,8.4700,0
Jackie Robinson,robinja02,1950,7.4600,0
Jackie Robinson,robinja02,1953,6.9600,0
Jackie Robinson,robinja02,1948,5.3700,0
Jackie Robinson,robinja02,1956,4.5300,0
Jackie Robinson,robinja02,1954,3.6600,0
Jackie Robinson,robinja02,1947,3.1300,0
Jackie Robinson,robinja02,1955,2.6000,0
Babe Ruth,ruthba01,1923,14.0700,0
Babe Ruth,ruthba01,1921,12.5700,0
Babe Ruth,ruthba01,1927,12.3600,0
Babe Ruth,ruthba01,1920,11.7700,0
Babe Ruth,ruthba01,1924,11.7300,0
Babe Ruth,ruthba01,1926,11.4700,0
Babe Ruth,ruthba01,1930,10.4800,0
Babe Ruth,ruthba01,1916,10.3900,0
Babe Ruth,ruthba01,1931,10.3200,0
Babe Ruth,ruthba01,1919,10.2100,0
Babe Ruth,ruthba01,1928,10.1300,0
Babe Ruth,ruthba01,1917,8.6600,0
Babe Ruth,ruthba01,1932,8.3400,0
Babe Ruth,ruthba01,1929,8.0400,0
Babe Ruth,ruthba01,1918,7.4100,0
Babe Ruth,ruthba01,1933,6.3500,0
Babe Ruth,ruthba01,1922,6.2900,0
Babe Ruth,ruthba01,1934,5.0600,0
Babe Ruth,ruthba01,1915,4.4600,0
Babe Ruth,ruthba01,1925,3.4700,0
Babe Ruth,ruthba01,1935,0.2000,0
Babe Ruth,ruthba01,1914,-0.1300,0
Nolan Ryan,ryanno01,1977,7.8700,0
Nolan Ryan,ryanno01,1973,7.7600,0
Nolan Ryan,ryanno01,1972,6.3100,0
Nolan Ryan,ryanno01,1974,5.9500,0
Nolan Ryan,ryanno01,1991,5.2000,0
Nolan Ryan,ryanno01,1989,5.1300,0
Nolan Ryan,ryanno01,1981,5.0800,0
Nolan Ryan,ryanno01,1987,4.8100,0
Nolan Ryan,ryanno01,1979,3.8100,0
Nolan Ryan,ryanno01,1990,3.6300,0
Nolan Ryan,ryanno01,1976,3.5900,0
Nolan Ryan,ryanno01,1982,3.0900,0
Nolan Ryan,ryanno01,1975,2.6400,0
Nolan Ryan,ryanno01,1978,2.5700,0
Nolan Ryan,ryanno01,1983,2.1100,0
Nolan Ryan,ryanno01,1986,2.0000,0
Nolan Ryan,ryanno01,1992,1.9800,0
Nolan Ryan,ryanno01,1984,1.7600,0
Nolan Ryan,ryanno01,1988,1.7000,0
Nolan Ryan,ryanno01,1970,1.5100,0
Nolan Ryan,ryanno01,1985,1.5000,0
Nolan Ryan,ryanno01,1980,1.4700,0
Nolan Ryan,ryanno01,1968,0.8500,0
Nolan Ryan,ryanno01,1969,0.5300,0
Nolan Ryan,ryanno01,1966,-0.2100,0
Nolan Ryan,ryanno01,1971,-0.2200,0
Nolan Ryan,ryanno01,1993,-0.5800,0
Ryne Sandberg,sandbry01,1984,8.5200,0
Ryne Sandberg,sandbry01,1992,7.7600,0
Ryne Sandberg,sandbry01,1990,7.0700,0
Ryne Sandberg,sandbry01,1991,7.0000,0
Ryne Sandberg,sandbry01,1989,6.0900,0
Ryne Sandberg,sandbry01,1985,5.7500,0
Ryne Sandberg,sandbry01,1988,4.6300,0
Ryne Sandberg,sandbry01,1983,3.6600,0
Ryne Sandberg,sandbry01,1986,3.4600,0
Ryne Sandberg,sandbry01,1993,3.3200,0
Ryne Sandberg,sandbry01,1996,3.1900,0
Ryne Sandberg,sandbry01,1982,3.1100,0
Ryne Sandberg,sandbry01,1987,2.3600,0
Ryne Sandberg,sandbry01,1994,0.9300,0
Ryne Sandberg,sandbry01,1997,0.8100,0
Ryne Sandberg,sandbry01,1981,-0.1200,0
Mike Schmidt,schmimi01,1974,9.6800,0
Mike Schmidt,schmimi01,1980,8.8400,0
Mike Schmidt,schmimi01,1977,8.8300,0
Mike Schmidt,schmimi01,1976,8.0000,0
Mike Schmidt,schmimi01,1979,7.8800,0
Mike Schmidt,schmimi01,1981,7.6600,0
Mike Schmidt,schmimi01,1975,7.6500,0
Mike Schmidt,schmimi01,1982,7.3700,0
Mike Schmidt,schmimi01,1984,7.0000,0
Mike Schmidt,schmimi01,1983,6.8300,0
Mike Schmidt,schmimi01,1978,6.1800,0
Mike Schmidt,schmimi01,1986,6.1200,0
Mike Schmidt,schmimi01,1987,6.0900,0
Mike Schmidt,schmimi01,1985,5.0100,0
Mike Schmidt,schmimi01,1973,1.8500,0
Mike Schmidt,schmimi01,1988,1.8100,0
Mike Schmidt,schmimi01,1972,0.0700,0
Mike Schmidt,schmimi01,1989,-0.3800,0
Tom Seaver,seaveto01,1973,11.0200,0
Tom Seaver,seaveto01,1971,10.9400,0
Tom Seaver,seaveto01,1977,8.4600,0
Tom Seaver,seaveto01,1975,8.2300,0
Tom Seaver,seaveto01,1969,7.2000,0
Tom Seaver,seaveto01,1968,7.0400,0
Tom Seaver,seaveto01,1967,6.6500,0
Tom Seaver,seaveto01,1970,6.4100,0
Tom Seaver,seaveto01,1974,5.7900,0
Tom Seaver,seaveto01,1972,5.5900,0
Tom Seaver,seaveto01,1976,5.2700,0
Tom Seaver,seaveto01,1985,5.0400,0
Tom Seaver,seaveto01,1978,4.7000,0
Tom Seaver,seaveto01,1981,4.3600,0
Tom Seaver,seaveto01,1984,4.0500,0
Tom Seaver,seaveto01,1979,3.5200,0
Tom Seaver,seaveto01,1983,2.5800,0
Tom Seaver,seaveto01,1986,2.5200,0
Tom Seaver,seaveto01,1980,1.8500,0
Tom Seaver,seaveto01,1982,-0.7700,0
Al Simmons,simmoal01,1929,7.9000,0
Al Simmons,simmoal01,1930,7.7600,0
Al Simmons,simmoal01,1931,7.4700,0
Al Simmons,simmoal01,1925,6.5400,0
Al Simmons,simmoal01,1927,5.8300,0
Al Simmons,simmoal01,1933,5.1500,0
Al Simmons,simmoal01,1926,5.0800,0
Al Simmons,simmoal01,1928,4.6000,0
Al Simmons,simmoal01,1934,4.5000,0
Al Simmons,simmoal01,1932,4.1800,0
Al Simmons,simmoal01,1936,3.0200,0
Al Simmons,simmoal01,1938,2.5800,0
Al Simmons,simmoal01,1924,1.4600,0
Al Simmons,simmoal01,1935,1.2400,0
Al Simmons,simmoal01,1937,1.2100,0
Al Simmons,simmoal01,1939,1.0200,0
Al Simmons,simmoal01,1940,0.2200,0
Al Simmons,simmoal01,1944,0.0800,0
Al Simmons,simmoal01,1941,-0.3200,0
Al Simmons,simmoal01,1943,-0.8000,0
George Sisler,sislege01,1920,9.8900,0
George Sisler,sislege01,1922,8.6900,0
George Sisler,sislege01,1918,6.6000,0
George Sisler,sislege01,1919,6.1300,0
George Sisler,sislege01,1917,5.8500,0
George Sisler,sislege01,1921,5.6800,0
George Sisler,sislege01,1916,5.2200,0
George Sisler,sislege01,1925,2.8100,0
George Sisler,sislege01,1915,1.9900,0
George Sisler,sislege01,1928,1.9100,0
George Sisler,sislege01,1927,1.8600,0
George Sisler,sislege01,1924,0.3200,0
George Sisler,sislege01,1929,0.2800,0
George Sisler,sislege01,1926,-0.0200,0
George Sisler,sislege01,1930,-0.1900,0
Ozzie Smith,smithoz01,1989,7.2600,0
Ozzie Smith,smithoz01,1988,6.5700,0
Ozzie Smith,smithoz01,1985,6.3900,0
Ozzie Smith,smithoz01,1987,6.3900,0
Ozzie Smith,smithoz01,1986,5.5600,0
Ozzie Smith,smithoz01,1992,5.0800,0
Ozzie Smith,smithoz01,1980,5.0300,0
Ozzie Smith,smithoz01,1991,5.0300,0
Ozzie Smith,smithoz01,1982,5.0100,0
Ozzie Smith,smithoz01,1984,4.9600,0
Ozzie Smith,smithoz01,1983,3.7600,0
Ozzie Smith,smithoz01,1990,3.6000,0
Ozzie Smith,smithoz01,1978,3.2300,0
Ozzie Smith,smithoz01,1993,3.1000,0
Ozzie Smith,smithoz01,1994,2.0900,0
Ozzie Smith,smithoz01,1979,1.6200,0
Ozzie Smith,smithoz01,1996,1.5400,0
Ozzie Smith,smithoz01,1981,0.9600,0
Ozzie Smith,smithoz01,1995,-0.7300,0
John Smoltz,smoltjo01,1996,7.6700,0
John Smoltz,smoltjo01,2006,5.8600,0
John Smoltz,smoltjo01,1997,5.4600,0
John Smoltz,smoltjo01,1991,5.3100,0
John Smoltz,smoltjo01,1999,5.2800,0
John Smoltz,smoltjo01,2005,4.9100,0
John Smoltz,smoltjo01,2007,4.2700,0
John Smoltz,smoltjo01,1995,4.0000,0
John Smoltz,smoltjo01,1990,3.9500,0
John Smoltz,smoltjo01,1989,3.9400,0
John Smoltz,smoltjo01,1992,3.7900,0
John Smoltz,smoltjo01,1998,3.7500,0
John Smoltz,smoltjo01,2003,3.2700,0
John Smoltz,smoltjo01,1993,2.8500,0
John Smoltz,smoltjo01,2004,2.1700,0
John Smoltz,smoltjo01,1994,1.2300,0
John Smoltz,smoltjo01,2002,1.1800,0
John Smoltz,smoltjo01,2001,0.7200,0
John Smoltz,smoltjo01,2008,0.7100,0
John Smoltz,smoltjo01,1988,-0.2200,0
John Smoltz,smoltjo01,2009,-0.5700,0
Duke Snider,snidedu01,1953,9.3000,0
Duke Snider,snidedu01,1955,8.5800,0
Duke Snider,snidedu01,1954,8.3600,0
Duke Snider,snidedu01,1956,7.6000,0
Duke Snider,snidedu01,1950,5.8700,0
Duke Snider,snidedu01,1949,5.2200,0
Duke Snider,snidedu01,1957,5.0300,0
Duke Snider,snidedu01,1952,4.5700,0
Duke Snider,snidedu01,1951,3.6500,0
Duke Snider,snidedu01,1961,2.3700,0
Duke Snider,snidedu01,1959,2.2700,0
Duke Snider,snidedu01,1960,1.4900,0
Duke Snider,snidedu01,1962,1.2400,0
Duke Snider,snidedu01,1963,1.2100,0
Duke Snider,snidedu01,1958,0.4300,0
Duke Snider,snidedu01,1948,0.2400,0
Duke Snider,snidedu01,1947,-0.3800,0
Duke Snider,snidedu01,1964,-0.5700,0
Warren Spahn,spahnwa01,1947,9.3300,0
Warren Spahn,spahnwa01,1953,9.1000,0
Warren Spahn,spahnwa01,1951,8.0300,0
Warren Spahn,spahnwa01,1952,7.0700,0
Warren Spahn,spahnwa01,1959,6.3300,0
Warren Spahn,spahnwa01,1958,5.9500,0
Warren Spahn,spahnwa01,1956,5.9100,0
Warren Spahn,spahnwa01,1962,5.8800,0
Warren Spahn,spahnwa01,1954,5.6000,0
Warren Spahn,spahnwa01,1949,5.5900,0
Warren Spahn,spahnwa01,1950,5.5700,0
Warren Spahn,spahnwa01,1961,5.2300,0
Warren Spahn,spahnwa01,1963,4.6500,0
Warren Spahn,spahnwa01,1957,4.5900,0
Warren Spahn,spahnwa01,1955,4.3300,0
Warren Spahn,spahnwa01,1948,3.3600,0
Warren Spahn,spahnwa01,1960,2.8400,0
Warren Spahn,spahnwa01,1946,2.3900,0
Warren Spahn,spahnwa01,1965,0.7900,0
Warren Spahn,spahnwa01,1942,-0.6000,0
Warren Spahn,spahnwa01,1964,-1.7900,0
Tris Speaker,speaktr01,1912,10.0800,0
Tris Speaker,speaktr01,1914,9.8800,0
Tris Speaker,speaktr01,1923,8.9700,0
Tris Speaker,speaktr01,1916,8.6500,0
Tris Speaker,speaktr01,1920,8.4700,0
Tris Speaker,speaktr01,1913,8.3200,0
Tris Speaker,speaktr01,1917,7.6900,0
Tris Speaker,speaktr01,1910,7.6600,0
Tris Speaker,speaktr01,1915,7.0800,0
Tris Speaker,speaktr01,1922,6.9000,0
Tris Speaker,speaktr01,1925,6.4600,0
Tris Speaker,speaktr01,1921,6.4500,0
Tris Speaker,speaktr01,1909,6.3000,0
Tris Speaker,speaktr01,1911,6.0800,0
Tris Speaker,speaktr01,1918,5.5000,0
Tris Speaker,speaktr01,1926,5.3900,0
Tris Speaker,speaktr01,1919,5.1600,0
Tris Speaker,speaktr01,1924,4.5500,0
Tris Speaker,speaktr01,1927,3.6200,0
Tris Speaker,speaktr01,1928,0.5000,0
Tris Speaker,speaktr01,1908,0.1000,0
Tris Speaker,speaktr01,1907,-0.1500,0
Willie Stargell,stargwi01,1971,7.9200,0
Willie Stargell,stargwi01,1973,7.2200,0
Willie Stargell,stargwi01,1974,5.3500,0
Willie Stargell,stargwi01,1969,5.1700,0
Willie Stargell,stargwi01,1966,4.8300,0
Willie Stargell,stargwi01,1972,3.8800,0
Willie Stargell,stargwi01,1975,3.5800,0
Willie Stargell,stargwi01,1965,3.3000,0
Willie Stargell,stargwi01,1978,3.0900,0
Willie Stargell,stargwi01,1970,2.5400,0
Willie Stargell,stargwi01,1979,2.5300,0
Willie Stargell,stargwi01,1967,2.2600,0
Willie Stargell,stargwi01,1968,1.7600,0
Willie Stargell,stargwi01,1964,1.3400,0
Willie Stargell,stargwi01,1980,1.2000,0
Willie Stargell,stargwi01,1976,0.8900,0
Willie Stargell,stargwi01,1977,0.8100,0
Willie Stargell,stargwi01,1982,0.2100,0
Willie Stargell,stargwi01,1962,0.0700,0
Willie Stargell,stargwi01,1981,-0.2200,0
Willie Stargell,stargwi01,1963,-0.2600,0
Bruce Sutter,suttebr01,1977,6.5500,0
Bruce Sutter,suttebr01,1979,5.1600,0
Bruce Sutter,suttebr01,1984,4.4600,0
Bruce Sutter,suttebr01,1980,3.2300,0
Bruce Sutter,suttebr01,1976,2.4900,0
Bruce Sutter,suttebr01,1981,1.5800,0
Bruce Sutter,suttebr01,1978,1.1600,0
Bruce Sutter,suttebr01,1982,1.0100,0
Bruce Sutter,suttebr01,1986,0.1500,0
Bruce Sutter,suttebr01,1985,-0.1600,0
Bruce Sutter,suttebr01,1988,-0.2900,0
Bruce Sutter,suttebr01,1983,-0.7900,0
Don Sutton,suttodo01,1972,6.2700,0
Don Sutton,suttodo01,1980,5.5300,0
Don Sutton,suttodo01,1973,5.3200,0
Don Sutton,suttodo01,1971,5.1600,0
Don Sutton,suttodo01,1977,4.5700,0
Don Sutton,suttodo01,1966,3.6400,0
Don Sutton,suttodo01,1982,3.5000,0
Don Sutton,suttodo01,1968,3.2700,0
Don Sutton,suttodo01,1975,3.2400,0
Don Sutton,suttodo01,1985,3.1600,0
Don Sutton,suttodo01,1981,2.8700,0
Don Sutton,suttodo01,1984,2.7600,0
Don Sutton,suttodo01,1976,2.6400,0
Don Sutton,suttodo01,1986,2.5300,0
Don Sutton,suttodo01,1974,2.3900,0
Don Sutton,suttodo01,1969,1.8200,0
Don Sutton,suttodo01,1987,1.7900,0
Don Sutton,suttodo01,1979,1.7300,0
Don Sutton,suttodo01,1983,1.5900,0
Don Sutton,suttodo01,1970,1.5700,0
Don Sutton,suttodo01,1967,1.3300,0
Don Sutton,suttodo01,1978,0.8200,0
Don Sutton,suttodo01,1988,-0.1300,0
Bill Terry,terrybi01,1930,7.5900,0
Bill Terry,terrybi01,1932,7.1900,0
Bill Terry,terrybi01,1931,6.1400,0
Bill Terry,terrybi01,1934,5.8400,0
Bill Terry,terrybi01,1927,5.2800,0
Bill Terry,terrybi01,1929,4.7500,0
Bill Terry,terrybi01,1935,4.3800,0
Bill Terry,terrybi01,1928,4.0200,0
Bill Terry,terrybi01,1933,3.8000,0
Bill Terry,terrybi01,1925,2.5400,0
Bill Terry,terrybi01,1936,1.4000,0
Bill Terry,terrybi01,1926,1.2300,0
Bill Terry,terrybi01,1924,0.0600,0
Bill Terry,terrybi01,1923,-0.0400,0
Frank Thomas,thomafr04,1997,7.2700,0
Frank Thomas,thomafr04,1991,6.9500,0
Frank Thomas,thomafr04,1992,6.9500,0
Frank Thomas,thomafr04,1994,6.3400,0
Frank Thomas,thomafr04,1993,6.1800,0
Frank Thomas,thomafr04,2000,6.0200,0
Frank Thomas,thomafr04,1996,5.5300,0
Frank Thomas,thomafr04,1995,5.2700,0
Frank Thomas,thomafr04,2003,4.2500,0
Frank Thomas,thomafr04,1998,3.5400,0
Frank Thomas,thomafr04,2006,3.1500,0
Frank Thomas,thomafr04,2004,2.8100,0
Frank Thomas,thomafr04,1990,2.3400,0
Frank Thomas,thomafr04,1999,2.3300,0
Frank Thomas,thomafr04,2007,2.1600,0
